"report-file-0"
"Iteration" "drag_NACA0012_AOA-17.5_journal etc.."
("Iteration" "drag_NACA0012_AOA-17.5_journal" "lift_NACA0012_AOA-17.5_journal")
1 2.352925666395121 -3.47685900513424
2 3.056130414392475 -5.210761224700533
3 3.6200440931082 -6.623988532543667
4 3.950158421679918 -7.556987391424071
5 4.124010918725328 -8.149187549951451
6 4.190987609912725 -8.48444118751913
7 4.162519774702178 -8.587164011080589
8 4.008890708571688 -8.38912110809043
9 3.68033482769794 -7.80530535032238
10 3.464383616454704 -7.461403646096556
11 3.185161917863765 -6.997258176637995
12 2.926502637223159 -6.566977823870542
13 2.716239124126913 -6.220344450930287
14 2.554757910364882 -5.960393835408383
15 2.429353033076277 -5.765384028368447
16 2.320026127425206 -5.59916283825495
17 2.209626579771103 -5.430909347888824
18 2.096091021290228 -5.254075089738262
19 1.97692828622779 -5.059891312779901
20 1.850521971764362 -4.841241200074835
21 1.720366226664358 -4.603059671205154
22 1.588489302325393 -4.354599111469655
23 1.457452355718877 -4.098062913522782
24 1.329129494495392 -3.840292534347749
25 1.205260214864449 -3.58407711042573
26 1.086386871819596 -3.330574816712318
27 0.9727546918228963 -3.081128307612875
28 0.8643951183275243 -2.835924627362413
29 0.7612887781536976 -2.595390847542177
30 0.6637287795339215 -2.361297292425886
31 0.5721021625200895 -2.135606564749628
32 0.4861779847854347 -1.91792124764293
33 0.4054569905919499 -1.707985937190235
34 0.3301207042454052 -1.507041964247453
35 0.2604162337149625 -1.316199125106707
36 0.1961121096589146 -1.135816043870782
37 0.1370965855544808 -0.9660673964586312
38 0.08344787729156974 -0.8073684230557431
39 0.03488275602686137 -0.6594395516280459
40 -0.008691630363233401 -0.5224834929240789
41 -0.04776966001676086 -0.3952962192998906
42 -0.08257669570023012 -0.2774065958001805
43 -0.1132221939842012 -0.1692580689369594
44 -0.1400140923555867 -0.06983335374299768
45 -0.1633431093084256 0.02168043708248161
46 -0.1835947476027445 0.1061662319327906
47 -0.2009122504054031 0.1833337500055762
48 -0.2156080232149161 0.2541806926256214
49 -0.2279605184448321 0.319237606249812
50 -0.2382185884142516 0.3790488802160531
51 -0.2470090767836538 0.4351310849393971
