"report-file-0"
"Iteration" "drag_NACA4412_AOA15_journal etc.."
("Iteration" "drag_NACA4412_AOA15_journal" "lift_NACA4412_AOA15_journal")
1 2.136134662300309 3.019251913958372
2 2.747677535600377 4.527302583781429
3 3.154815025783893 5.622257301034065
4 3.300341793181043 6.214152573379609
5 3.264388349203715 6.426757986397049
6 3.088339478642258 6.338555858099627
7 2.793994043491031 5.997497632721436
8 2.458293168018338 5.540330086523069
9 2.132435691536938 5.072647457651768
10 1.832435377860094 4.613127610537078
11 1.558033090359021 4.171831933865226
12 1.311440661985969 3.754681942887708
13 1.093932094791244 3.367580307552326
14 0.9042266499976646 3.011984786694046
15 0.7385139797200919 2.679257278376732
16 0.5939946196547244 2.36572847756324
17 0.4662743232369343 2.065235536335583
18 0.3550888859181565 1.782030333469781
19 0.2553469452020895 1.508376436803949
20 0.1678979983947345 1.250279981869756
21 0.09143604080342885 1.008152579252147
22 0.02537192228480964 0.7834858501085957
23 -0.0316359081539682 0.5758400038461127
24 -0.0802238891302092 0.3852426417283811
25 -0.1211843569045311 0.2120593636495428
26 -0.154584499289735 0.05717962339309993
27 -0.1813320334735289 -0.08021520839925152
28 -0.2005533282066866 -0.1969449718134246
29 -0.2139265109891652 -0.2958966831010825
30 -0.2213941057346099 -0.3759932418221716
31 -0.2235646995896716 -0.4378015512480512
32 -0.220859630833904 -0.4816315480796269
33 -0.2139106719807666 -0.5082657653432646
34 -0.2031737589365465 -0.5182652423833936
35 -0.1892653446332167 -0.5127350674285931
36 -0.172254682321936 -0.4914268982198969
37 -0.1529848149896251 -0.4562120943648679
38 -0.1312668543728179 -0.406688486610815
39 -0.107368528670426 -0.3436142409266577
40 -0.08160771294586507 -0.2679456756126191
41 -0.05409209851016598 -0.1803903381750085
42 -0.02519318071995957 -0.08234751362332983
43 0.004590954640852339 0.02437091390327966
44 0.03484035121269789 0.1380464590593197
45 0.06492183006417675 0.2564267996572293
46 0.09466937889964325 0.3779893610247193
47 0.1246418105962843 0.50331157164476
48 0.1537387096990157 0.6287042304362093
49 0.1814786743682103 0.7520415619253287
50 0.2076500885466668 0.8718388004936032
51 0.232006662138312 0.9865547635337871
52 0.2540526160609947 1.094119000064314
53 0.2739346486481463 1.193998857772149
54 0.2878315974166336 1.271658307143991
55 0.3039261348455619 1.356579692205735
56 0.3173601792851879 1.430436239143153
57 0.3254146851905631 1.483422529000138
58 0.3339663026122739 1.536332314163713
59 0.3398341196039342 1.5773132555095
60 0.3431528074299381 1.606824488868966
61 0.3438810011320147 1.624908087405017
62 0.3421343829446342 1.632029002098346
63 0.3380138607503117 1.628706102365304
64 0.3316735564420049 1.615658069113142
65 0.3233577378140571 1.593878869487149
66 0.3132125779965119 1.564176196868316
67 0.3014434328380681 1.527519854953935
68 0.2882736881751835 1.48493448802964
69 0.2766916095574042 1.445761035033325
70 0.2607949971478549 1.392685763610102
71 0.2444006954692988 1.337319737625039
72 0.227674617663784 1.280476412555726
73 0.2110656066661512 1.223600047779756
74 0.194556496018435 1.16703854468971
75 0.1815905080627451 1.120864408724895
76 0.1653728211838249 1.065901784752035
77 0.1500574041801491 1.014012088320801
78 0.1386565769359862 0.9737713926241691
79 0.1246663347558432 0.9273437503213534
80 0.1121388883041696 0.8857524795603218
81 0.1010920992771707 0.8491326487616078
82 0.09352161759637188 0.8229316683465667
83 0.08519883235924215 0.7958485730576254
84 0.07859634393275064 0.7743879579606534
85 0.07463277007629038 0.7609516502569511
86 0.07113588912771419 0.750009525092293
87 0.06963350165215326 0.7451769687803497
88 0.06927038996553309 0.7446574977646105
89 0.07011629644136322 0.747972044129711
90 0.0726764173155041 0.7571522020311777
91 0.07566179691831904 0.7678843433674606
92 0.08077801543076733 0.7856351866645905
93 0.08673645808860195 0.806382956248955
94 0.09210906897781673 0.825755281917787
95 0.09999596781103808 0.8531984855912179
96 0.1084380448277094 0.882677944733139
97 0.117323964089862 0.9139339839689731
98 0.1265201675169496 0.946587900319922
99 0.1339764239807645 0.9742923658451111
100 0.1437295901824225 1.009689815117018
101 0.1533241733655559 1.044978999273311
102 0.1607883925819241 1.073873308109804
103 0.1701212884508578 1.10937357166446
104 0.1791632212013954 1.14412672251533
105 0.1858800467748653 1.171637528887143
106 0.1938420415210639 1.204043666211234
107 0.1995609853700365 1.229050585479657
108 0.2060890054294396 1.257704180861694
109 0.2107139818097411 1.279639216575451
110 0.2156315489617385 1.303680240566661
111 0.2188330578313092 1.321350580556477
112 0.2218843674226277 1.339718614807059
113 0.223608643957777 1.35268293430719
114 0.2247923219272743 1.365031028151066
115 0.2250760875181639 1.374138116207732
116 0.2245192301950719 1.380212838738819
117 0.2231727322407796 1.383384382704487
118 0.2210988196605248 1.383802375909027
119 0.218366658277016 1.381647649604168
120 0.2156540114319157 1.378314687278795
121 0.2116849230219452 1.371412671719087
122 0.2073251806392704 1.36263458076284
123 0.2026342681907541 1.352222089997955
124 0.1976885858401027 1.340428077836251
125 0.1925861026147575 1.327576731777428
126 0.1873733091145196 1.313819828018394
127 0.182134242202303 1.299472227054254
128 0.1769432623515511 1.284795350084322
129 0.1718819021984775 1.270085208095123
130 0.166995048257792 1.25553746718684
131 0.1623408648130675 1.241386660522831
132 0.1579733214700951 1.227852509150504
133 0.1539463627892776 1.215156952205607
134 0.1502894339342157 1.203457388850694
135 0.1470327860380957 1.19290722444734
136 0.1442326027185114 1.183710252037902
137 0.1418808088587616 1.175927629925325
138 0.1403195154745042 1.170581828676715
139 0.138828636473811 1.165732041413738
140 0.1378235220933838 1.162529053141062
141 0.1374062883263434 1.161209475261933
142 0.1373122866054394 1.161337928774224
143 0.1376381494128642 1.162819390997403
144 0.1384261498721475 1.166270876409698
145 0.1396094625983672 1.171208446910241
146 0.1409175018723703 1.176613128797704
147 0.1428320096813837 1.184547085954258
148 0.1450199629926054 1.193610915472696
149 0.1474434530471392 1.20371849417856
150 0.1500604199123718 1.214740118283186
151 0.1528267334566231 1.226531693423884
152 0.1557103794627059 1.238962871773066
153 0.1586496268215899 1.251850221253047
154 0.1616029582564657 1.265040525565104
155 0.1645293297219838 1.278384562550564
156 0.1673903226724083 1.291731215827224
157 0.1701500420798226 1.304947448179406
158 0.1727808341790367 1.31791352764495
159 0.1752473444548353 1.330492397644826
160 0.1775226776310832 1.342571623910976
161 0.1795847269583204 1.354046990933136
162 0.181107625262641 1.363470416693914
163 0.1827475896626985 1.373800991029598
164 0.1841234966018094 1.383217705179673
165 0.1852321874494244 1.39171267043325
166 0.1860699532825714 1.399273310415087
167 0.1865260096497605 1.405137641148238
168 0.1868495941470379 1.410979683236898
169 0.1869186458046461 1.415820905013216
170 0.186735184536768 1.419701260444004
171 0.1863247328350998 1.422690022410247
172 0.1856980066928154 1.424818456856888
173 0.1848668090739472 1.426127549485565
174 0.1838539025777113 1.426684563062436
175 0.1826800936210886 1.426555561082257
176 0.1813675579673972 1.425813640174576
177 0.1799390572352312 1.42453714314464
178 0.1784187555526198 1.422804511229676
179 0.1768272841233811 1.420700565235784
180 0.1751904981187073 1.418308016277997
181 0.1735291779975017 1.415708933102965
182 0.1718631763826351 1.412979569312985
183 0.170227263937174 1.41023523867386
184 0.1686267548075574 1.407522976892756
185 0.1670783607299308 1.404904744278461
186 0.1655981060367176 1.402446444264466
187 0.1644445846363365 1.400662393831451
188 0.1630768405046783 1.398611147720247
189 0.1620637593773745 1.397270782569941
190 0.1608842454514783 1.395851165459962
191 0.1598578861440956 1.394843654637425
192 0.1589732670175403 1.394263632124317
193 0.1582212286020264 1.394114469594323
194 0.1576111771512129 1.394432416566622
195 0.1571452546476685 1.395224624260886
196 0.15681683104546 1.396486526452468
197 0.1566215221727293 1.398214038425912
198 0.156554094764681 1.400396769453171
199 0.1566042105419833 1.403010754187283
200 0.1567631289562073 1.406032227636329
201 0.1570144994462268 1.409417555682751
202 0.1573550636490424 1.413152130162473
203 0.1577733981993672 1.41720420885064
204 0.1582601300752834 1.421532680898957
205 0.1588025272983443 1.426105644620767
206 0.1593869491830877 1.430879392033722
207 0.1600038656168796 1.435825000374718
208 0.1606540650122419 1.440934828248781
209 0.1613102772727729 1.446129621162756
210 0.1619611642181359 1.451374539229294
211 0.1625972490579331 1.456630948498938
212 0.1632093586698813 1.461863493904893
213 0.1637886408123997 1.467038087495438
214 0.1643264571432478 1.472121541513394
215 0.164817517898511 1.477088310735183
216 0.1652565539532287 1.481907629922726
217 0.1656363756902728 1.486558144304711
218 0.1659378102497057 1.490981982219491
219 0.1661758170350283 1.495211115829719
220 0.1663470130130377 1.499230122098341
221 0.1664500286376382 1.503023725397312
